철도운영기관명,운영노선,역 종류,역 번호,역명(한글),역명(영어),역명(로마자),역명(일본어),역명(중국어간체),역명(중국어번체),역명(부역명),환승역 여부,환승노선명,유실물 취급여부,안전발판 유무,스크린도어 설치유무,승강장 연결여부,승강장 유형,역 위치(경도),역 위치(위도),역 주소(지번주소),역 주소(도로명 주소),역사 전화번호,신설일자,폐지일자,상행거리,하행거리,데이터 기준일자,참고사항,
서울교통공사,1호선,도시/광역철도,157,제기동,Jegidong,,チェギドン,祭基洞,,,,,없음,있음,있음,,상대식,127.034902,37.578116,서울특별시 동대문구 제기동 65 제기동역(1호선),서울특별시 동대문구 왕산로 지하93(제기동),02-6110-1251,19740815,,1,1,20251231,,
서울교통공사,1호선,도시/광역철도,158,청량리(서울시립대입구),Cheongnyangni(University of Seoul),,チョンニャンニ,清凉里(首尔市立大学),,서울시립대입구,O,"경의중앙선, 경춘선, 분당선",없음,있음,있음,,섬식,127.045063,37.580148,서울특별시 동대문구 전농동 620-69 청량리역(1호선),서울특별시 동대문구 왕산로 지하205(전농동),02-6110-1241,19740815,,0,0,20251231,,
서울교통공사,1호선,도시/광역철도,159,동묘앞,Dongmyo,,トンミョアプ,东庙,,,O,6호선,없음,있음,있음,,상대식,127.016459,37.573265,서울특별시 종로구 숭인동 117 동묘앞역(1호선),서울특별시 종로구 종로 359(숭인동),02-6110-1271,20051221,,0.7,0.7,20251231,,
서울교통공사,2호선,도시/광역철도,0201,시청,City Hall,,シチョン,市厅,,,O,1호선,있음,있음,있음,,섬식,126.975271,37.563534,서울특별시 중구 서소문동 90-1 시청역(2호선),서울특별시 중구 서소문로 지하127(서소문동),02-6110-2011,19840522,,1.1,1.1,20251231,,
서울교통공사,2호선,도시/광역철도,0202,을지로입구,Euljiro 1(il)ga,,ウルチロイック,乙支路入口,,,,,없음,있음,있음,,상대식,126.982569,37.565998,서울특별시 중구 을지로1가 100-1 을지로입구역(2호선),서울특별시 중구 을지로 지하42(을지로1가),02-6110-2021,19830916,,0.7,0.7,20251231,,
서울교통공사,2호선,도시/광역철도,0203,을지로3가,Euljiro 3(sam)ga,,ウルチロサムガ,乙支路三街,,,O,3호선,없음,있음,있음,,상대식,126.991773,37.566292,서울특별시 중구 을지로3가 347-3 을지로3가역(2호선),서울특별시 중구 을지로 지하106(을지로3가),02-6110-2031,19830916,,0.8,0.8,20251231,,
서울교통공사,2호선,도시/광역철도,0204,을지로4가,Euljiro 4(sa)ga,,ウルチロサガ,乙支路四街,,,O,5호선,없음,있음,있음,,상대식,126.998122,37.566611,서울특별시 중구 을지로4가 267-1 을지로4가역(2호선),서울특별시 중구 을지로 지하178(을지로4가),02-6110-2041,19830916,,0.6,0.6,20251231,,
서울교통공사,2호선,도시/광역철도,0205,동대문역사문화공원(DDP),Dongdaemun History & Culture Park(DDP),,トンデムンヨクサムンファゴンウォン(DDP),东大门历史文化公园(DDP),,DDP,O,"4호선, 5호선",없음,있음,있음,,상대식,127.009083,37.565609,서울특별시 중구 을지로 7가 112-3 동대문역사문화공원역(2호선),서울특별시 중구 을지로 지하279(을지로7가),02-6110-2051,19830916,,1,1,20251231,,
서울교통공사,2호선,도시/광역철도,0206,신당,Sindang,,シンダン,新堂,,,O,6호선,없음,있음,있음,,상대식,127.019488,37.565681,서울특별시 중구 신당동 99 신당역(2호선),서울특별시 중구 퇴계로 지하431-1(신당동),02-6110-2061,19830916,,0.9,0.9,20251231,,
서울교통공사,2호선,도시/광역철도,0207,상왕십리,Sangwangsimni,,サンワンシムニ,上往十里,,,,,없음,있음,있음,,상대식,127.028872,37.564504,서울특별시 성동구 하왕십리동 946-14 상왕십리역(2호선),서울특별시 성동구 왕십리로 지하374(하왕십리동),02-6110-2071,19830916,,0.9,0.9,20251231,,
서울교통공사,2호선,도시/광역철도,0208,왕십리(성동구청),Wangsimni(Seongdong-gu Office),,ワンシムニ(ソンドン区庁),往十里(城东区厅),,성동구청,O,"5호선, 분당선, 경의중앙선",있음,있음,있음,,상대식,127.035505,37.561159,서울특별시 성동구 행당동 192 왕십리역(2호선),서울특별시 성동구 왕십리로 지하300(행당동),02-6110-2081,19830916,,0.8,0.8,20251231,,
서울교통공사,2호선,도시/광역철도,0209,한양대,Hanyang Univ.,,ハニャンデ,汉阳大学,,,,,없음,있음,있음,,상대식,127.043504,37.55658,서울특별시 성동구 행당동 산17 한양대역(2호선),서울특별시 성동구 왕십리로 206(행당동),02-6110-2091,19830916,,1,1,20251231,,
서울교통공사,2호선,도시/광역철도,0210,뚝섬,Ttukseom,,トゥッソム,纛岛,,,,,없음,있음,있음,,상대식,127.047413,37.54718,서울특별시 성동구 성수동1가 656-745 뚝섬역(2호선),서울특별시 성동구 아차산로 18(성수동1가),02-6110-2101,19830916,,1.1,1.1,20251231,,
서울교통공사,2호선,도시/광역철도,0211,성수,Seongsu,,ソンス,圣水,,,O,성수지선(2),없음,있음,있음,,쌍섬식,127.055983,37.544628,서울특별시 성동구 성수동2가 300-1 성수역(2호선),서울특별시 성동구 아차산로 100(성수동2가),02-6110-2111,19801031,,0.8,0.8,20251231,,
서울교통공사,2호선,도시/광역철도,0212,건대입구,Konkuk Univ.,,コンデイック,建国大学,,,O,7호선,없음,있음,있음,,상대식,127.069231,37.540408,서울특별시 광진구 화양동 7-3 2호선 건대입구역(2호선),서울특별시 광진구 아차산로 243(화양동),02-6110-2121,19801031,,1.2,1.2,20251231,,
서울교통공사,2호선,도시/광역철도,0213,구의(광진구청),Guui(Gwangjin-gu Office),,クイ,九宜(广津区厅),,광진구청,,,없음,있음,있음,,상대식,127.085024,37.536857,서울특별시 광진구 구의동 245-24 구의역(2호선),서울특별시 광진구 아차산로 384-1(구의동),02-6110-2131,19801031,,1.6,1.6,20251231,,
서울교통공사,2호선,도시/광역철도,0214,강변(동서울터미널),Gangbyeon(Dongseoul Bus Terminal),,カンビョン,江边(东首尔客运站),,동서울터미널,,,없음,있음,있음,,상대식,127.094684,37.535161,서울특별시 광진구 구의동 546-6 강변역(2호선),서울특별시 광진구 강변역로 53(구의동),02-6110-2141,19801031,,0.9,0.9,20251231,,
서울교통공사,2호선,도시/광역철도,0215,잠실나루,Jamsillaru,,チャムシルナル,蚕室渡口,,,,,없음,있음,있음,,상대식,127.103836,37.520688,서울특별시 송파구 신천동 15 잠실나루역(2호선),서울특별시 송파구 오금로 20(신천동),02-6110-2151,19801031,,1.8,1.8,20251231,,
서울교통공사,2호선,도시/광역철도,0216,잠실(송파구청),Jamsil(Songpa-gu Office),,チャムシル,蚕室(松坡区厅),,송파구청,O,8호선,없음,있음,있음,,상대식,127.100129,37.513305,서울특별시 송파구 신천동 8 잠실역(2호선),서울특별시 송파구 올림픽로 지하265(신천동),02-6110-2161,19801031,,1,1,20251231,,
서울교통공사,2호선,도시/광역철도,0217,잠실새내,Jamsilsaenae,,チャムシルセネ,蚕室新川,,,,,없음,있음,있음,,상대식,127.103738,37.520731,서울특별시 송파구 잠실동 33 잠실새내역(2호선),서울특별시 송파구 올림픽로 지하140(잠실동),02-6110-2171,19801031,,1.2,1.2,20251231,,
서울교통공사,2호선,도시/광역철도,0218,종합운동장,Sports Complex,,チョンハブンドンジャン,综合运动场,,,O,9호선,없음,있음,있음,,상대식,127.073641,37.511008,서울특별시 송파구 잠실동 122 종합운동장역(2호선),서울특별시 송파구 올림픽로 지하23(잠실동),02-6110-2181,19801031,,1.2,1.2,20251231,,
서울교통공사,2호선,도시/광역철도,0219,삼성(무역센터),Samseong(World Trade Center Seoul),,サムソン(三成),三成(会展中心),,무역센터,,,없음,있음,있음,,섬식,127.063203,37.508827,서울특별시 강남구 삼성동 172-66 삼성역(2호선),서울특별시 강남구 테헤란로 지하538(삼성동),02-6110-2191,19821223,,1,1,20251231,,
서울교통공사,2호선,도시/광역철도,0220,선릉,Seolleung,,ソンルン,宣陵,,,O,분당선,없음,있음,있음,,상대식,127.048174,37.504257,서울특별시 강남구 삼성동 172-66 선릉역(2호선),서울특별시 강남구 테헤란로 지하340(삼성동),02-6110-2201,19821223,,1.3,1.3,20251231,,
서울교통공사,2호선,도시/광역철도,0221,역삼,Yeoksam,,ヨッサム,驿三,,,,,없음,있음,있음,,상대식,127.03643,37.500658,서울특별시 강남구 역삼동 804 역삼역(2호선),서울특별시 강남구 테헤란로 지하156(역삼동),02-6110-2211,19821223,,1.2,1.2,20251231,,
서울교통공사,2호선,도시/광역철도,0222,강남,Gangnam,,カンナム,江南,,,O,신분당선,없음,있음,있음,,상대식,127.027539,37.497958,서울특별시 강남구 역삼동 858 강남역(2호선),서울특별시 강남구 강남대로 지하396(역삼동),02-6110-2221,19821223,,0.8,0.8,20251231,,
서울교통공사,2호선,도시/광역철도,0223,"교대(법원, 검찰청)",Seoul Nat'l Univ. of Education(Court & Prosecutors’ Office),,キョデ,首尔教育大学(法院·检察厅),,"법원,검찰청",O,3호선,없음,있음,있음,,상대식,127.014631,37.493957,서울특별시 서초구 서초동 1748-4 교대역(2호선),서울특별시 서초구 서초대로 지하294(서초동),02-6110-2231,19821223,,1.2,1.2,20251231,,
서울교통공사,2호선,도시/광역철도,0224,서초,Seocho,,ソチョ,瑞草,,,,,없음,있음,있음,,상대식,127.007945,37.49191,서울특별시 서초구 서초동 1748-5 서초역(2호선),서울특별시 서초구 서초대로 지하233(서초동),02-6110-2241,19831227,,0.7,0.7,20251231,,
서울교통공사,2호선,도시/광역철도,0225,방배,Bangbae,,パンベ,方背,,,,,없음,있음,있음,,상대식,126.997627,37.481469,서울특별시 서초구 방배동 912-14 방배역(2호선),서울특별시 서초구 방배로 지하80(방배동),02-6110-2251,19831227,,1.7,1.7,20251231,,
서울교통공사,2호선,도시/광역철도,0226,사당,Sadang,,サダン,舍堂,,,O,4호선,없음,있음,있음,,상대식,126.981631,37.476536,서울특별시 동작구 사당동 1129 사당역(2호선),서울특별시 동작구 남부순환로 지하2089(사당동),02-6110-2261,19831227,,1.6,1.6,20251231,,
서울교통공사,2호선,도시/광역철도,0227,낙성대(강감찬),Nakseongdae(Ganggamchan),,ナクソンデ(カン・ガムチャン),落星垈(姜邯赞),,강감찬,,,없음,있음,있음,,상대식,126.963783,37.47693,서울특별시 관악구 봉천동 1693-39 낙성대역(2호선),서울특별시 관악구 남부순환로 지하1928(봉천동),02-6110-2271,19831227,,1.7,1.7,20251231,,
서울교통공사,2호선,도시/광역철도,0228,서울대입구(관악구청),Seoul Nat‘l Univ.(Gwanak-gu Office),,ソウルデイック,首尔大学(冠岳区厅),,관악구청,,,없음,있음,있음,,섬식,126.952745,37.481233,서울특별시 관악구 봉천동 979-2 서울대입구역(2호선),서울특별시 관악구 남부순환로 지하1822(봉천동),02-6110-2281,19831227,,1,1,20251231,,
서울교통공사,2호선,도시/광역철도,0229,봉천,Bongcheon,,ポンチョン,奉天,,,,,없음,있음,있음,,섬식,126.941896,37.482416,서울툭별시 관악구 봉천동 979-7 봉천역(2호선),서울특별시 관악구 남부순환로 지하1721(봉천동),02-6110-2291,19840522,,1,1,20251231,,
서울교통공사,2호선,도시/광역철도,0230,신림,Sillim,,シンリム,新林,,,O,신림선,없음,있음,있음,,섬식,126.929573,37.484216,서울특별시 관악구 신림동 1467-10 신림역(2호선),서울특별시 관악구 남부순환로 지하1614(신림동),02-6110-2301,19840522,,1.1,1.1,20251231,,
서울교통공사,2호선,도시/광역철도,0231,신대방,Sindaebang,,シンデバン,新大方,,,,,없음,있음,있음,,상대식,126.913279,37.487534,서울특별시 동작구 신대방동 643-1 신대방역(2호선),서울특별시 동작구 대림로 2(신대방동),02-6110-2311,19840522,,1.8,1.8,20251231,,
서울교통공사,2호선,도시/광역철도,0232,구로디지털단지,Guro Digital Complex,,クロ・デジタルダンジ,九老数码园区,,,,,없음,있음,있음,,상대식,126.902626,37.485005,서울특별시 구로구 구로동 810-3 구로디지털단지역(2호선),서울특별시 구로구 도림천로 477(구로동),02-6110-2321,19840522,,1.1,1.1,20251231,,
서울교통공사,2호선,도시/광역철도,0233,대림(구로구청),Daerim(Guro-gu Office),,テリム,大林(九老区厅),,구로구청,O,7호선,없음,있음,있음,,상대식,126.895293,37.492426,서울특별시 구로구 구로동 1204 대림역(2호선),서울특별시 구로구 도림천로 351(구로동),02-6110-2331,19840522,,1.1,1.1,20251231,,
서울교통공사,2호선,도시/광역철도,0234,신도림,Sindorim,,シンドリム,新道林,,,O,"1호선, 신정지선(2)",없음,있음,있음,,쌍상대식,126.891222,37.508815,서울특별시 구로구 신도림동 460-26 신도림역(2호선),서울특별시 구로구 새말로 지하 117-21(신도림동),02-6110-2341,19840522,,1.8,1.8,20251231,,
서울교통공사,2호선,도시/광역철도,0235,문래,Mullae,,ムンレ,文来,,,,,없음,있음,있음,,상대식,126.894766,37.517993,서울특별시 영등포구 문래동3가 68-1 문래역(2호선),서울특별시 영등포구 당산로 지하28(문래동3가),02-6110-2351,19840522,,1.2,1.2,20251231,,
서울교통공사,2호선,도시/광역철도,0236,영등포구청,Yeongdeungpo-gu Office,,ヨンドゥンポグチョン,永登浦区厅,,,O,5호선,없음,있음,있음,,상대식,126.896627,37.525766,서울특별시 영등포구 당산동3가 270-1 영등포구청역(2호선),서울특별시 영등포구 당산로 지하121(당산동3가),02-6110-2361,19840522,,0.9,0.9,20251231,,
서울교통공사,2호선,도시/광역철도,0237,당산,Dangsan,,タンサン,堂山,,,O,9호선,없음,있음,있음,,상대식,126.902011,37.533877,서울특별시 영등포구 당산동 6가 323-1 당산역(2호선),서울특별시 영등포구 당산로 229(당산동6가),02-6110-2371,19840522,,1.1,1.1,20251231,,
서울교통공사,2호선,도시/광역철도,0238,합정,Hapjeong,,ハプチョン,合井,,,O,6호선,없음,있음,있음,,상대식,126.914557,37.550025,서울특별시 마포구 서교동 393 합정역(2호선),서울특별시 마포구 양화로 지하55(서교동),02-6110-2381,19840522,,2,2,20251231,,
서울교통공사,2호선,도시/광역철도,0239,홍대입구,Hongik Univ.,,ホンデイック,弘益大学,,,O,"경의중앙선, 공항철도",없음,있음,있음,,섬식,126.923643,37.556748,서울특별시 마포구 동교동 165 홍대입구역(2호선),서울특별시 마포구 양화로 지하160(동교동),02-6110-2391,19840522,,1.1,1.1,20251231,,
서울교통공사,2호선,도시/광역철도,0240,신촌(지하),Sinchon,,シンチョン(新村),新村,,,,,없음,있음,있음,,상대식,126.93689,37.555153,서울특별시 마포구 노고산동 31-11 신촌역(2호선),서울특별시 마포구 신촌로 지하90(노고산동),02-6110-2401,19840522,,1.3,1.3,20251231,,
서울교통공사,2호선,도시/광역철도,0241,이대,Ewha Womans Univ.,,イデ,梨花女子大学,,,,,없음,있음,있음,,섬식,126.945897,37.556734,서울특별시 마포구 염리동 8-85 이대역(2호선),서울특별시 마포구 신촌로 지하180(염리동),02-6110-2411,19840522,,0.8,0.8,20251231,,
서울교통공사,2호선,도시/광역철도,0242,아현,Ahyeon,,アヒョン,阿岘,,,,,없음,있음,있음,,상대식,126.956079,37.557407,서울특별시 마포구 아현동 354-23 아현역(2호선),서울특별시 마포구 신촌로 지하270(아현동),02-6110-2421,19840522,,0.9,0.9,20251231,,
서울교통공사,2호선,도시/광역철도,0243,충정로(경기대입구),Chungjeongno(Kyonggi Univ.),,チュンジョンノ,忠正路(京畿大学),,경기대입구,O,5호선,없음,있음,있음,,섬식,126.964455,37.559742,서울특별시 서대문구 충정로3가 319-1 충정로역(2호선),서울특별시 서대문구 서소문로 지하17(충정로3가),02-6110-2431,19840522,,0.8,0.8,20251231,,
서울교통공사,2호선,도시/광역철도,0244,용답,Yongdap,,ヨンダプ,龙踏,,,,,없음,있음,있음,,상대식,126.977863,37.566412,서울특별시 성동구 용답동 127 용답역(2호선),서울특별시 성동구 용답길 86(용답동),02-6110-1341,19801031,,1,1,20251231,,
